┌─────────┬──────┬──────┬──────┬──────┬───────┬────────────────────┬───────────┬─────────┬────────────────────┬────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬────────┬─────┬──────┬────────┬─────────────────────┬───────────┬───────────────┐
│ (index) │  c   │  h   │  l   │  o   │  sd   │       val_sd       │ total_vol │ sum_vol │        val         │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │ bu-sd  │      bu-sd_val      │ acum_busd │ acum_busd_val │
├─────────┼──────┼──────┼──────┼──────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼─────────────────────┼───────────┼───────────────┤
│    0    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 77500 │     450275000      │   77500   │  77500  │     450275000      │ 450275000  │ 1671441300000 │ '2022-12-19T09:15:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 11.4 │ -77500 │     -450275000      │  -77500   │  -450275000   │
│    1    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 5300  │      30793000      │   82800   │  5300   │      30793000      │ 481068000  │ 1671441600000 │ '2022-12-19T09:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.8  │ -5300  │      -30793000      │  -82800   │  -481068000   │
│    2    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 11300 │      65653000      │   94100   │  11300  │      65653000      │ 546721000  │ 1671441900000 │ '2022-12-19T09:25:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 1.7  │ -11300 │      -65653000      │  -94100   │  -546721000   │
│    3    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 3400  │      19754000      │   97500   │  3400   │      19754000      │ 566475000  │ 1671442200000 │ '2022-12-19T09:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.5  │ -3400  │      -19754000      │  -97500   │  -566475000   │
│    4    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 5800  │      33698000      │  103300   │  5800   │      33698000      │ 600173000  │ 1671442500000 │ '2022-12-19T09:35:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.9  │ -5800  │      -33698000      │  -103300  │  -600173000   │
│    5    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1000  │      5810000       │  104300   │  1000   │      5810000       │ 605983000  │ 1671442800000 │ '2022-12-19T09:40:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.1  │ -1000  │      -5810000       │  -104300  │  -605983000   │
│    6    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 2000  │      11620000      │  106300   │  2000   │      11620000      │ 617603000  │ 1671443100000 │ '2022-12-19T09:45:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.3  │ -2000  │      -11620000      │  -106300  │  -617603000   │
│    7    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  106400   │   100   │       581000       │ 618184000  │ 1671443400000 │ '2022-12-19T09:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │  0   │  -100  │       -581000       │  -106400  │  -618184000   │
│    8    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 30000 │     174300000      │  136400   │  30000  │     174300000      │ 792484000  │ 1671443700000 │ '2022-12-19T09:55:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 4.4  │ -30000 │     -174300000      │  -136400  │  -792484000   │
│    9    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 30500 │     177205000      │  166900   │  30500  │     177205000      │ 969689000  │ 1671444000000 │ '2022-12-19T10:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 4.5  │ -30500 │     -177205000      │  -166900  │  -969689000   │
│   10    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 5900  │      34279000      │  172800   │  5900   │      34279000      │ 1003968000 │ 1671444300000 │ '2022-12-19T10:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.9  │ -5900  │      -34279000      │  -172800  │  -1003968000  │
│   11    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1000  │      5810000       │  173800   │  1000   │      5810000       │ 1009778000 │ 1671444600000 │ '2022-12-19T10:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.1  │ -1000  │      -5810000       │  -173800  │  -1009778000  │
│   12    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  600  │      3486000       │  174400   │   600   │      3486000       │ 1013264000 │ 1671445200000 │ '2022-12-19T10:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.1  │  -600  │      -3486000       │  -174400  │  -1013264000  │
│   13    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  600  │ 3485999.9999999995 │  175000   │   600   │ 3485999.9999999995 │ 1016750000 │ 1671445500000 │ '2022-12-19T10:25:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.1  │  -600  │ -3485999.9999999995 │  -175000  │  -1016750000  │
│   14    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 6600  │      38346000      │  181600   │  6600   │      38346000      │ 1055096000 │ 1671445800000 │ '2022-12-19T10:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │  1   │ -6600  │      -38346000      │  -181600  │  -1055096000  │
│   15    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  181700   │   100   │       581000       │ 1055677000 │ 1671446100000 │ '2022-12-19T10:35:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │  0   │  -100  │       -581000       │  -181700  │  -1055677000  │
│   16    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 1200  │      6972000       │  182900   │  1200   │      6972000       │ 1062649000 │ 1671446700000 │ '2022-12-19T10:45:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.2  │ -1200  │      -6972000       │  -182900  │  -1062649000  │
│   17    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  300  │ 1742999.9999999998 │  183200   │   300   │ 1742999.9999999998 │ 1064392000 │ 1671447600000 │ '2022-12-19T11:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │  0   │  -300  │ -1742999.9999999998 │  -183200  │  -1064392000  │
│   18    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  100  │       581000       │  183300   │   100   │       581000       │ 1064973000 │ 1671448800000 │ '2022-12-19T11:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │  0   │  -100  │       -581000       │  -183300  │  -1064973000  │
│   19    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │  800  │      4648000       │  184100   │   800   │      4648000       │ 1069621000 │ 1671454800000 │ '2022-12-19T13:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.1  │  -800  │      -4648000       │  -184100  │  -1069621000  │
│   20    │ 5.81 │ 5.81 │ 5.81 │ 5.81 │ 4100  │      23821000      │  188200   │  4100   │      23821000      │ 1093442000 │ 1671455100000 │ '2022-12-19T13:05:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 6802.9 │  0  │ 0.6  │ -4100  │      -23821000      │  -188200  │  -1093442000  │
├─────────┼──────┼──────┼──────┼──────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼─────────────────────┼───────────┼───────────────┤
│ (index) │  c   │  h   │  l   │  o   │  sd   │       val_sd       │ total_vol │ sum_vol │        val         │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │ bu-sd  │      bu-sd_val      │ acum_busd │ acum_busd_val │
├─────────┼──────┼──────┼──────┼──────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼────────┼─────────────────────┼───────────┼───────────────┤
