┌─────────┬──────┬──────┬──────┬──────┬────────┬────────────┬───────────┬─────────┬────────────┬────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬─────────┬─────┬─────┬─────────┬─────────────┬───────────┬───────────────┐
│ (index) │  c   │  h   │  l   │  o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │   asd   │ auk │ rsd │  bu-sd  │  bu-sd_val  │ acum_busd │ acum_busd_val │
├─────────┼──────┼──────┼──────┼──────┼────────┼────────────┼───────────┼─────────┼────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼─────────┼─────┼─────┼─────────┼─────────────┼───────────┼───────────────┤
│    0    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │ 264700 │ 2109659000 │  264700   │ 264700  │ 2109659000 │ 2109659000 │ 1671095640000 │ '2022-12-15T09:14:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │ 25  │ -264700 │ -2109659000 │  -264700  │  -2109659000  │
│    1    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  1400  │  11158000  │  266100   │  1400   │  11158000  │ 2120817000 │ 1671095760000 │ '2022-12-15T09:16:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │ 0.1 │  -1400  │  -11158000  │  -266100  │  -2120817000  │
│    2    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  700   │  5579000   │  266800   │   700   │  5579000   │ 2126396000 │ 1671095880000 │ '2022-12-15T09:18:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │ 0.1 │  -700   │  -5579000   │  -266800  │  -2126396000  │
│    3    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  400   │  3188000   │  267200   │   400   │  3188000   │ 2129584000 │ 1671096000000 │ '2022-12-15T09:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │  0  │  -400   │  -3188000   │  -267200  │  -2129584000  │
│    4    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  500   │  3985000   │  267700   │   500   │  3985000   │ 2133569000 │ 1671096480000 │ '2022-12-15T09:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │  0  │  -500   │  -3985000   │  -267700  │  -2133569000  │
│    5    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  100   │   797000   │  267800   │   100   │   797000   │ 2134366000 │ 1671096600000 │ '2022-12-15T09:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │  0  │  -100   │   -797000   │  -267800  │  -2134366000  │
│    6    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  400   │  3188000   │  268200   │   400   │  3188000   │ 2137554000 │ 1671096720000 │ '2022-12-15T09:32:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │  0  │  -400   │  -3188000   │  -268200  │  -2137554000  │
│    7    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  100   │   797000   │  268300   │   100   │   797000   │ 2138351000 │ 1671097080000 │ '2022-12-15T09:38:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │  0  │  -100   │   -797000   │  -268300  │  -2138351000  │
│    8    │ 7.97 │ 7.97 │ 7.97 │ 7.97 │  500   │  3985000   │  268800   │   500   │  3985000   │ 2142336000 │ 1671097200000 │ '2022-12-15T09:40:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 10591.2 │  0  │  0  │  -500   │  -3985000   │  -268800  │  -2142336000  │
