┌─────────┬───────────────┬──────────┬──────────┬──────────┬────────────────────┬──────────────┬────────────────────┬──────────┬────────────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬─────────────────────┬───────────┬───────────────┐
│ (index) │   datetime    │    sd    │    bu    │    uk    │       val_sd       │    val_bu    │       val_uk       │ sum_vol  │        val         │            date            │   acum_val    │ total_vol │  bu-sd   │      bu-sd_val      │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼──────────┼──────────┼──────────┼────────────────────┼──────────────┼────────────────────┼──────────┼────────────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼─────────────────────┼───────────┼───────────────┤
│    0    │ 1672304280000 │    0     │   1000   │   300    │         0          │   12500000   │      3480000       │   1300   │      15980000      │ '2022-12-29T08:58:00.000Z' │   15980000    │   1300    │   1000   │      12500000       │   1000    │   12500000    │
│    1    │ 1672304400000 │    0     │   1800   │   1000   │         0          │   18932400   │      11900000      │   2800   │      30832400      │ '2022-12-29T09:00:00.000Z' │   46812400    │   4100    │   1800   │      18932400       │   2800    │   31432400    │
│    2    │ 1672304520000 │   8500   │  10900   │    0     │     103700000      │  132291200   │         0          │  19400   │     235991200      │ '2022-12-29T09:02:00.000Z' │   282803600   │   23500   │   2400   │      28591200       │   5200    │   60023600    │
│    3    │ 1672304640000 │   1200   │  15300   │    0     │      14640000      │  189660000   │         0          │  16500   │     204300000      │ '2022-12-29T09:04:00.000Z' │   487103600   │   40000   │  14100   │      175020000      │   19300   │   235043600   │
│    4    │ 1672304760000 │   1900   │   9000   │   2000   │      23370000      │  111560000   │      24800000      │  12900   │     159730000      │ '2022-12-29T09:06:00.000Z' │   646833600   │   52900   │   7100   │      88190000       │   26400   │   323233600   │
│    5    │ 1672304880000 │   5000   │   400    │    0     │      61500000      │   4990000    │         0          │   5400   │      66490000      │ '2022-12-29T09:08:00.000Z' │   713323600   │   58300   │  -4600   │      -56510000      │   21800   │   266723600   │
│    6    │ 1672305000000 │   1800   │   300    │   1000   │      22140000      │   3690000    │      12300000      │   3100   │      38130000      │ '2022-12-29T09:10:00.000Z' │   751453600   │   61400   │  -1500   │      -18450000      │   20300   │   248273600   │
│    7    │ 1672305120000 │   1200   │    0     │    0     │      14760000      │      0       │         0          │   1200   │      14760000      │ '2022-12-29T09:12:00.000Z' │   766213600   │   62600   │  -1200   │      -14760000      │   19100   │   233513600   │
│    8    │ 1672305240000 │ 2204000  │ 2016400  │ 1020100  │    33540098000     │ 34173384600  │     8015761300     │ 5240500  │    75729243900     │ '2022-12-29T09:14:00.000Z' │  76495457500  │  5303100  │ -187600  │      633286600      │  -168500  │   866800200   │
