"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue","totalVolume"
1,0,0,0,0,6990000,"2023-03-31T00:00:00",207400,0.39315,0.4,0.38,0.41,0.38,0.4,-75935000,0,-75935000,0,0,0,0,0,0,"CMWG2214",81539310,207400
1,0,500,198525,0,6990500,"2023-03-30T00:00:00",737300,0.39705,0.42,0.4,0.42,0.38,0.41,-65436000,0,-65436000,0,0,0,0,0,0,"CMWG2214",292744965,737300
1,0,500,201905,0,6991000,"2023-03-29T00:00:00",329300,0.40381,0.42,0.42,0.42,0.4,0.42,40741000,0,40741000,0,0,0,0,0,0,"CMWG2214",132974633,329300
1,0,0,0,0,6991000,"2023-03-28T00:00:00",268800,0.41864999999999997,0.38,0.42,0.43,0.4,0.4,81284000,0,81284000,0,0,0,0,0,0,"CMWG2214",112533120,268800
1,0,0,0,0,6991000,"2023-03-27T00:00:00",561000,0.38508,0.38,0.38,0.4,0.37,0.38,-177350000,0,-177350000,0,0,0,0,0,0,"CMWG2214",216029880,561000
1,0,0,0,0,6991000,"2023-03-24T00:00:00",165600,0.37912,0.37,0.38,0.38,0.37,0.37,-40393000,0,-40393000,0,0,0,0,0,0,"CMWG2214",62782272,165600
1,0,0,0,0,6991000,"2023-03-23T00:00:00",39700,0.36804000000000003,0.39,0.37,0.38,0.36,0.36,-2352000,0,-2352000,0,0,0,0,0,0,"CMWG2214",14611188,39700
1,0,0,0,0,6991000,"2023-03-22T00:00:00",105400,0.39977999999999997,0.4,0.39,0.4,0.39,0.4,-41979000,0,-41979000,0,0,0,0,0,0,"CMWG2214",42136812,105400
1,0,1000,382600,0,6992000,"2023-03-21T00:00:00",24600,0.3826,0.39,0.4,0.41,0.38,0.41,5848000,0,5848000,0,0,0,0,0,0,"CMWG2214",9411960,24600
1,0,0,0,0,6992000,"2023-03-20T00:00:00",82600,0.41073000000000004,0.44,0.39,0.43,0.39,0.43,-33516000,0,-33516000,0,0,0,0,0,0,"CMWG2214",33926298,82600
1,0,1000,442420,0,6993000,"2023-03-17T00:00:00",33000,0.44242000000000004,0.48,0.44,0.47,0.44,0.47,-12720000,0,-12720000,0,0,0,0,0,0,"CMWG2214",14599860,33000
1,0,500,227050,0,6993500,"2023-03-16T00:00:00",424100,0.4541,0.49,0.48,0.48,0.44,0.48,-190026000,0,-190026000,0,0,0,0,0,0,"CMWG2214",192583810,424100
1,0,0,0,0,6993500,"2023-03-15T00:00:00",283800,0.48219999999999996,0.42,0.49,0.5,0.46,0.46,-90032000,0,-90032000,0,0,0,0,0,0,"CMWG2214",136848360,283800
1,0,0,0,0,6993500,"2023-03-14T00:00:00",543600,0.43416000000000005,0.47,0.42,0.47,0.41,0.47,47835000,0,47835000,0,0,0,0,0,0,"CMWG2214",236009376,543600
1,0,0,0,0,6993500,"2023-03-13T00:00:00",398200,0.48857,0.5,0.47,0.5,0.47,0.48,-158165000,0,-158165000,0,0,0,0,0,0,"CMWG2214",194548574,398200
1,0,0,0,0,6993500,"2023-03-10T00:00:00",325400,0.4923,0.52,0.5,0.5,0.47,0.49,-104837000,0,-104837000,0,0,0,0,0,0,"CMWG2214",160194420,325400
1,0,0,0,0,6993500,"2023-03-09T00:00:00",110500,0.50315,0.47,0.52,0.52,0.49,0.49,-31056000,0,-31056000,0,0,0,0,0,0,"CMWG2214",55598075,110500
1,0,0,0,0,6993500,"2023-03-08T00:00:00",71800,0.45769,0.48,0.47,0.47,0.45,0.47,-31644000,0,-31644000,0,0,0,0,0,0,"CMWG2214",32862142,71800
1,0,0,0,0,6993500,"2023-03-07T00:00:00",114100,0.49135,0.49,0.48,0.51,0.48,0.5,-39803000,0,-39803000,0,0,0,0,0,0,"CMWG2214",56063035,114100
1,0,0,0,0,6993500,"2023-03-06T00:00:00",12600,0.50944,0.49,0.49,0.53,0.49,0.53,-2996000,0,-2996000,0,0,0,0,0,0,"CMWG2214",6418944,12600
1,0,0,0,0,6993500,"2023-03-03T00:00:00",117800,0.49841,0.52,0.49,0.53,0.49,0.53,332000,0,332000,0,0,0,0,0,0,"CMWG2214",58712698,117800
1,0,0,0,0,6993500,"2023-03-02T00:00:00",104900,0.5302,0.55,0.52,0.55,0.52,0.54,-51973000,0,-51973000,0,0,0,0,0,0,"CMWG2214",55617980,104900
1,0,1000,503190,0,6994500,"2023-03-01T00:00:00",163100,0.50319,0.53,0.55,0.56,0.49,0.5,-24042000,0,-24042000,0,0,0,0,0,0,"CMWG2214",82070289,163100
1,0,500,277065,0,6995000,"2023-02-28T00:00:00",42100,0.55413,0.56,0.53,0.57,0.53,0.56,-23329000,0,-23329000,0,0,0,0,0,0,"CMWG2214",23328873,42100
1,0,0,0,0,6995000,"2023-02-27T00:00:00",100100,0.57886,0.62,0.56,0.59,0.56,0.59,-34344000,0,-34344000,0,0,0,0,0,0,"CMWG2214",57943886,100100
1,0,0,0,0,6995000,"2023-02-24T00:00:00",8800,0.6254500000000001,0.73,0.62,0.65,0.62,0.65,-5504000,0,-5504000,0,0,0,0,0,0,"CMWG2214",5503960,8800
1,0,3000,1977900,0,6998000,"2023-02-23T00:00:00",250400,0.6593,0.76,0.73,0.73,0.63,0.69,-151467000,0,-151467000,0,0,0,0,0,0,"CMWG2214",165088720,250400
1,0,2000,1497500,0,6995000,"2023-02-22T00:00:00",120400,0.74875,0.78,0.76,0.77,0.72,0.74,-65049000,0,-65049000,0,0,0,0,0,0,"CMWG2214",90149500,120400
1,0,0,0,0,6995000,"2023-02-21T00:00:00",93000,0.81298,0.75,0.78,0.82,0.78,0.78,-44872000,0,-44872000,0,0,0,0,0,0,"CMWG2214",75607140,93000
1,0,0,0,0,6995000,"2023-02-20T00:00:00",193000,0.7119500000000001,0.7,0.75,0.75,0.68,0.7,-35558000,0,-35558000,0,0,0,5000,3559750,0,"CMWG2214",137406350,193000
1,0,0,0,0,6995000,"2023-02-17T00:00:00",26500,0.70136,0.71,0.7,0.71,0.69,0.71,-366000,0,-366000,0,0,0,0,0,0,"CMWG2214",18586040,26500
1,0,0,0,0,6995000,"2023-02-16T00:00:00",42200,0.71976,0.71,0.71,0.73,0.71,0.71,-3338000,0,-3338000,0,0,0,0,0,0,"CMWG2214",30373872,42200
1,0,0,0,0,6995000,"2023-02-15T00:00:00",34600,0.71257,0.69,0.71,0.72,0.69,0.69,-1949000,0,-1949000,0,0,0,0,0,0,"CMWG2214",24654922,34600
1,0,0,0,0,6995000,"2023-02-14T00:00:00",33200,0.69982,0.65,0.69,0.71,0.69,0.69,-2844000,0,-2844000,0,0,0,0,0,0,"CMWG2214",23234024,33200
1,0,1000,671590,0,6996000,"2023-02-13T00:00:00",85600,0.67159,0.66,0.65,0.69,0.64,0.66,-55282000,0,-55282000,0,0,0,0,0,0,"CMWG2214",57488104,85600
1,0,2000,1471320,0,6998000,"2023-02-10T00:00:00",258200,0.73566,0.79,0.66,0.79,0.66,0.79,-120455000,0,-120455000,0,0,0,0,0,0,"CMWG2214",189947412,258200
1,0,2000,1592040,0,7000000,"2023-02-09T00:00:00",112200,0.79602,0.85,0.79,0.87,0.79,0.81,-88997000,0,-88997000,0,0,0,0,0,0,"CMWG2214",89313444,112200
1,0,0,0,0,7000000,"2023-02-08T00:00:00",29800,0.86195,0.9,0.85,0.9,0.84,0.9,-24836000,0,-24836000,0,0,0,0,0,0,"CMWG2214",25686110,29800
1,0,0,0,0,6997500,"2023-02-07T00:00:00",101400,0.94732,0.89,0.9,1,0.9,0.95,-29684000,0,-29684000,0,0,0,0,0,0,"CMWG2214",96058248,101400
1,0,0,0,0,6997500,"2023-02-06T00:00:00",64300,0.9189700000000001,1.05,0.89,0.95,0.89,0.94,-19653000,0,-19653000,0,0,0,0,0,0,"CMWG2214",59089771,64300
1,0,0,0,0,6997500,"2023-02-03T00:00:00",55900,1.05021,0.98,1.05,1.06,1.03,1.06,8653000,0,8653000,0,0,0,2500,2625525,0,"CMWG2214",58706739,55900
1,0,0,0,0,6996000,"2023-02-02T00:00:00",111000,0.94937,0.9,0.98,0.98,0.94,0.96,41522000,0,41522000,0,0,0,0,0,0,"CMWG2214",105380070,111000
1,0,2500,2373775,0,6998500,"2023-02-01T00:00:00",93100,0.94951,1,0.9,0.99,0.9,0.96,42615000,0,42615000,0,0,0,0,0,0,"CMWG2214",88399381,93100
1,0,0,0,0,6998000,"2023-01-31T00:00:00",105100,0.9053300000000001,0.93,1,1,0.89,0.92,-92480000,0,-92480000,0,0,0,1500,1357995,0,"CMWG2214",95150183,105100
1,0,0,0,0,6998000,"2023-01-30T00:00:00",195500,0.90926,0.96,0.93,0.97,0.89,0.91,-151952000,0,-151952000,0,0,0,0,0,0,"CMWG2214",177760330,195500
1,0,0,0,0,6998000,"2023-01-27T00:00:00",71200,0.94663,0.92,0.96,0.97,0.92,0.92,65186000,0,65186000,0,0,0,500,473315,0,"CMWG2214",67400056,71200
1,0,0,0,0,6998000,"2023-01-19T00:00:00",54900,0.90242,0.87,0.92,0.93,0.9,0.93,48989000,0,48989000,0,0,0,0,0,0,"CMWG2214",49542858,54900
1,0,1500,1256745,0,6999500,"2023-01-18T00:00:00",57500,0.8378300000000001,0.84,0.87,0.87,0.79,0.79,-48175000,0,-48175000,0,0,0,0,0,0,"CMWG2214",48175225,57500
1,0,500,395025,0,7000000,"2023-01-17T00:00:00",106000,0.7900499999999999,1.08,0.84,0.84,0.79,0.79,-83745000,0,-83745000,0,0,0,0,0,0,"CMWG2214",83745300,106000
