┌─────────┬───────────────┬──────────┬─────────┬──────────┬──────────────┬──────────────┬────────────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────┬───────────────┐
│ (index) │   datetime    │    sd    │   bu    │    uk    │    val_sd    │    val_bu    │       val_uk       │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │   bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼──────────┼─────────┼──────────┼──────────────┼──────────────┼────────────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────┼───────────────┤
│    0    │ 1675329240000 │ 6933500  │ 5005600 │ 1357800  │ 108073543400 │ 80029162400  │    17696738000     │ 13296900 │ 205799443800 │ '2023-02-02T09:14:00.000Z' │ 205799443800  │ 13296900  │ -1927900  │ -28044381000  │ -1927900  │ -28044381000  │
│    1    │ 1675329360000 │ 3520400  │ 5613300 │  67900   │ 53930419700  │ 85370737800  │     987174000      │ 9201600  │ 140288331500 │ '2023-02-02T09:16:00.000Z' │ 346087775300  │ 22498500  │  2092900  │  31440318100  │  165000   │  3395937100   │
│    2    │ 1675329480000 │ 4989000  │ 4269900 │  51100   │ 66712303500  │ 67945703800  │     692875200      │ 9310000  │ 135350882500 │ '2023-02-02T09:18:00.000Z' │ 481438657800  │ 31808500  │  -719100  │  1233400300   │  -554100  │  4629337400   │
│    3    │ 1675329600000 │ 9717100  │ 2701900 │  154500  │ 142451303300 │ 43086795000  │     2655494400     │ 12573500 │ 188193592700 │ '2023-02-02T09:20:00.000Z' │ 669632250500  │ 44382000  │ -7015200  │ -99364508300  │ -7569300  │ -94735170900  │
│    4    │ 1675329720000 │ 9450500  │ 2311500 │  62300   │ 141280591800 │ 34374601900  │     1067060200     │ 11824300 │ 176722253900 │ '2023-02-02T09:22:00.000Z' │ 846354504400  │ 56206300  │ -7139000  │ -106905989900 │ -14708300 │ -201641160800 │
│    5    │ 1675329840000 │ 7136400  │ 3676600 │  49200   │ 113138440200 │ 63966149800  │     855521600      │ 10862200 │ 177960111600 │ '2023-02-02T09:24:00.000Z' │ 1024314616000 │ 67068500  │ -3459800  │ -49172290400  │ -18168100 │ -250813451200 │
│    6    │ 1675329960000 │ 2349900  │ 4179000 │  13500   │ 35704614700  │ 65388061900  │     272680800      │ 6542400  │ 101365357400 │ '2023-02-02T09:26:00.000Z' │ 1125679973400 │ 73610900  │  1829100  │  29683447200  │ -16339000 │ -221130004000 │
│    7    │ 1675330080000 │ 1817200  │ 3270000 │  24600   │ 26808153500  │ 52163888400  │     386345000      │ 5111800  │ 79358386900  │ '2023-02-02T09:28:00.000Z' │ 1205038360300 │ 78722700  │  1452800  │  25355734900  │ -14886200 │ -195774269100 │
│    8    │ 1675330200000 │ 1497600  │ 4117400 │  26100   │ 21663638400  │ 68223917200  │     402488000      │ 5641100  │ 90290043600  │ '2023-02-02T09:30:00.000Z' │ 1295328403900 │ 84363800  │  2619800  │  46560278800  │ -12266400 │ -149213990300 │
