┌─────────┬─────┬─────┬─────┬─────┬───────┬────────────────────┬───────────┬─────────┬────────────────────┬────────────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬────────┬────────┬─────┬──────┬───────┬────────────────────┬───────────┬────────────────────┬──────┬─────────┬─────┐
│ (index) │  c  │  h  │  l  │  o  │  bu   │       val_bu       │ total_vol │ sum_vol │        val         │      acum_val      │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu   │  asd   │ auk │ rbu  │ bu-sd │     bu-sd_val      │ acum_busd │   acum_busd_val    │  sd  │ val_sd  │ rsd │
├─────────┼─────┼─────┼─────┼─────┼───────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼────────┼────────┼─────┼──────┼───────┼────────────────────┼───────────┼────────────────────┼──────┼─────────┼─────┤
│    0    │ 1.1 │ 1.1 │ 1.1 │ 1.1 │  100  │ 110000.00000000001 │    100    │   100   │ 110000.00000000001 │ 110000.00000000001 │ 1675417500000 │ '2023-02-03T09:45:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1258.3 │ 1666.7 │  0  │ 0.1  │  100  │ 110000.00000000001 │    100    │ 110000.00000000001 │      │         │     │
│    1    │  1  │  1  │  1  │  1  │       │                    │   6100    │  6000   │      6000000       │      6110000       │ 1675420500000 │ '2023-02-03T10:35:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -6000 │      -6000000      │   -5900   │      -5890000      │ 6000 │ 6000000 │ 3.6 │
│    2    │  1  │  1  │  1  │  1  │       │                    │   6200    │   100   │       100000       │      6210000       │ 1675421400000 │ '2023-02-03T10:50:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -100  │      -100000       │   -6000   │      -5990000      │ 100  │ 100000  │ 0.1 │
│    3    │  1  │  1  │  1  │  1  │       │                    │   6300    │   100   │       100000       │      6310000       │ 1675422900000 │ '2023-02-03T11:15:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -100  │      -100000       │   -6100   │      -6090000      │ 100  │ 100000  │ 0.1 │
│    4    │  1  │  1  │  1  │  1  │       │                    │   6400    │   100   │       100000       │      6410000       │ 1675423200000 │ '2023-02-03T11:20:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -100  │      -100000       │   -6200   │      -6190000      │ 100  │ 100000  │ 0.1 │
│    5    │  1  │  1  │  1  │  1  │       │                    │   6500    │   100   │       100000       │      6510000       │ 1675429800000 │ '2023-02-03T13:10:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -100  │      -100000       │   -6300   │      -6290000      │ 100  │ 100000  │ 0.1 │
│    6    │  1  │  1  │  1  │  1  │       │                    │   7500    │  1000   │      1000000       │      7510000       │ 1675430700000 │ '2023-02-03T13:25:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -1000 │      -1000000      │   -7300   │      -7290000      │ 1000 │ 1000000 │ 0.6 │
│    7    │  1  │  1  │  1  │  1  │       │                    │   7600    │   100   │       100000       │      7610000       │ 1675432500000 │ '2023-02-03T13:55:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -100  │      -100000       │   -7400   │      -7390000      │ 100  │ 100000  │ 0.1 │
│    8    │  1  │  1  │  1  │  1  │       │                    │   12600   │  5000   │      5000000       │      12610000      │ 1675434300000 │ '2023-02-03T14:25:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -5000 │      -5000000      │  -12400   │     -12390000      │ 5000 │ 5000000 │  3  │
│    9    │  1  │  1  │  1  │  1  │       │                    │   18500   │  5900   │      5900000       │      18510000      │ 1675434600000 │ '2023-02-03T14:30:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -5900 │      -5900000      │  -18300   │     -18290000      │ 5900 │ 5900000 │ 3.5 │
│   10    │  1  │  1  │  1  │  1  │       │                    │   20100   │  1600   │      1600000       │      20110000      │ 1675434900000 │ '2023-02-03T14:35:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1258.3 │ 1666.7 │  0  │      │ -1600 │      -1600000      │  -19900   │     -19890000      │ 1600 │ 1600000 │  1  │
│   11    │ 1.1 │ 1.1 │ 1.1 │ 1.1 │ 15000 │      16500000      │   35100   │  15000  │      16500000      │      36610000      │ 1675436100000 │ '2023-02-03T14:55:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1258.3 │ 1666.7 │  0  │ 11.9 │ 15000 │      16500000      │   -4900   │      -3390000      │      │         │     │
└─────────┴─────┴─────┴─────┴─────┴───────┴────────────────────┴───────────┴─────────┴────────────────────┴────────────────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴──────────┴────────┴────────┴─────┴──────┴───────┴────────────────────┴───────────┴────────────────────┴──────┴─────────┴─────┘

