┌─────────┬───────────────┬──────────┬─────────┬──────────┬──────────────┬──────────────┬──────────────┬──────────┬──────────────┬────────────────────────────┬────────────────┬───────────┬───────────┬───────────────┬───────────┬───────────────┐
│ (index) │   datetime    │    sd    │   bu    │    uk    │    val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │    acum_val    │ total_vol │   bu-sd   │   bu-sd_val   │ acum_busd │ acum_busd_val │
├─────────┼───────────────┼──────────┼─────────┼──────────┼──────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼───────────┼───────────────┼───────────┼───────────────┤
│    0    │ 1675070040000 │ 2968000  │ 2789500 │ 3377600  │ 50058832200  │ 33849423900  │ 37304771200  │ 9135100  │ 121213027300 │ '2023-01-30T09:14:00.000Z' │  121213027300  │  9135100  │  -178500  │ -16209408300  │  -178500  │ -16209408300  │
│    1    │ 1675070160000 │ 2667000  │ 2521300 │  51500   │ 42806234100  │ 33267001300  │  547806500   │ 5239800  │ 76621041900  │ '2023-01-30T09:16:00.000Z' │  197834069200  │ 14374900  │  -145700  │  -9539232800  │  -324200  │ -25748641100  │
│    2    │ 1675070280000 │ 4125900  │ 2343700 │  72200   │ 67073286100  │ 29328932800  │  870896000   │ 6541800  │ 97273114900  │ '2023-01-30T09:18:00.000Z' │  295107184100  │ 20916700  │ -1782200  │ -37744353300  │ -2106400  │ -63492994400  │
│    3    │ 1675070400000 │ 5068300  │ 2319700 │  89300   │ 75133678400  │ 33461542300  │  1510110400  │ 7477300  │ 110105331100 │ '2023-01-30T09:20:00.000Z' │  405212515200  │ 28394000  │ -2748600  │ -41672136100  │ -4855000  │ -105165130500 │
│    4    │ 1675070520000 │ 5660600  │ 2134000 │  73300   │ 85069024500  │ 29359025500  │  938015400   │ 7867900  │ 115366065400 │ '2023-01-30T09:22:00.000Z' │  520578580600  │ 36261900  │ -3526600  │ -55709999000  │ -8381600  │ -160875129500 │
│    5    │ 1675070640000 │ 4773100  │ 2668800 │  65100   │ 70868100900  │ 39623794600  │  1093742000  │ 7507000  │ 111585637500 │ '2023-01-30T09:24:00.000Z' │  632164218100  │ 43768900  │ -2104300  │ -31244306300  │ -10485900 │ -192119435800 │
│    6    │ 1675070760000 │ 4964700  │ 4069800 │  127700  │ 70912927300  │ 54112698800  │  1813036900  │ 9162200  │ 126838663000 │ '2023-01-30T09:26:00.000Z' │  759002881100  │ 52931100  │  -894900  │ -16800228500  │ -11380800 │ -208919664300 │
│    7    │ 1675070880000 │ 2581700  │ 5746900 │  49500   │ 39467175900  │ 80688986400  │  816341800   │ 8378100  │ 120972504100 │ '2023-01-30T09:28:00.000Z' │  879975385200  │ 61309200  │  3165200  │  41221810500  │ -8215600  │ -167697853800 │
│    8    │ 1675071000000 │ 1638700  │ 6551900 │  400300  │ 24812828600  │ 93101447300  │  2671202800  │ 8590900  │ 120585478700 │ '2023-01-30T09:30:00.000Z' │ 1000560863900  │ 69900100  │  4913200  │  68288618700  │ -3302400  │ -99409235100  │
│    9    │ 1675071120000 │ 2786900  │ 7397300 │  60000   │ 49545498500  │ 105127958500 │  1429159000  │ 10244200 │ 156102616000 │ '2023-01-30T09:32:00.000Z' │ 1156663479900  │ 80144300  │  4610400  │  55582460000  │  1308000  │ -43826775100  │
│   10    │ 1675071240000 │ 3061800  │ 4877800 │  272100  │ 45224324300  │ 75637077000  │  1881021400  │ 8211700  │ 122742422700 │ '2023-01-30T09:34:00.000Z' │ 1279405902600  │ 88356000  │  1816000  │  30412752700  │  3124000  │ -13414022400  │
